Protein1,Protein2,Level
ITGB2,VAV2,Level_02
ITGB2,FLNA,Level_02
ITGB2,FN1,Level_02
ITGB2,SELP,Level_02
ITGB2,TLN1,Level_02
ITGB2,TLN2,Level_02
ITGB2,SPI1,Level_02
ITGB2,ITGA2B,Level_02
ITGB2,ICAM4,Level_02
MBP,LRRK2,Level_02
MBP,MOG,Level_02
MBP,PLP1,Level_02
MBP,MAG,Level_02
MBP,CALML4,Level_02
MBP,MAPK1,Level_02
MBP,CALM3,Level_02
MBP,CALML3,Level_02
MBP,CALML6,Level_02
MBP,CALML5,Level_02
MBP,SOX10,Level_02
PUM3,MRTO4,Level_02
PUM3,ESF1,Level_02
PUM3,NOP58,Level_02
PUM3,RRS1,Level_02
PUM3,RRP8,Level_02
PUM3,SDAD1,Level_02
PUM3,RBM28,Level_02
PUM3,WDR46,Level_02
PUM3,MAK16,Level_02
PUM3,RSL1D1,Level_02
PUM3,DDX18,Level_02
PUM3,PA2G4,Level_02
PUM3,NOP56,Level_02
PUM3,PES1,Level_02
PUM3,NOP53,Level_02
PUM3,EBNA1BP2,Level_02
PUM3,GNL2,Level_02
PUM3,DDX27,Level_02
PUM3,DKC1,Level_02
PUM3,NIFK,Level_02
PUM3,WDR43,Level_02
PUM3,DDX56,Level_02
PUM3,NOC2L,Level_02
PUM3,DDX31,Level_02
PUM3,RPF2,Level_02
PUM3,DDX10,Level_02
PUM3,PWP1,Level_02
PUM3,NOP2,Level_02
PUM3,BRIX1,Level_02
PUM3,GTPBP4,Level_02
PUM3,FTSJ3,Level_02
PUM3,DDX24,Level_02
PUM3,CEBPZ,Level_02
PUM3,TBL3,Level_02
PUM3,WDR36,Level_02
PUM3,PDCD11,Level_02
MUC16,MUC5AC,Level_02
MUC16,LGALS3,Level_02
MUC16,MUC1,Level_02
MUC16,MUC12,Level_02
MUC16,MUC3A,Level_02
MUC16,MUC17,Level_02
MUC16,MUC4,Level_02
MUC16,MSLN,Level_02
RNASE1,CYCS,Level_02
RNASE1,MB,Level_02
RNASE1,RNH1,Level_02
MAP2K7,MAP3K7,Level_02
MAP2K7,MAPK9,Level_02
MAP2K7,MAP3K11,Level_02
MAP2K7,MAPK13,Level_02
MAP2K7,MAP2K4,Level_02
MAP2K7,MAP3K5,Level_02
MAP2K7,RAC2,Level_02
MAP2K7,MAPK11,Level_02
MAP2K7,MAPK8,Level_02
MAP2K7,DUSP19,Level_02
MAP2K7,PPM1A,Level_02
MAP2K7,TAB3,Level_02
MAP2K7,MAPK8IP2,Level_02
MAP2K7,TRAF2,Level_02
MAP2K7,MAPK14,Level_02
MAP2K7,TAB2,Level_02
MAP2K7,RIPK1,Level_02
MAP2K7,MAPK12,Level_02
MAP2K7,MAPK8IP3,Level_02
MAP2K7,MAP3K13,Level_02
MAP2K7,TRADD,Level_02
MAP2K7,GADD45B,Level_02
MAP2K7,MAP3K10,Level_02
MAP2K7,TRAF5,Level_02
MAP2K7,JUN,Level_02
MAP2K7,TAB1,Level_02
MAP2K7,MAP3K1,Level_02
MAP2K7,MAP3K20,Level_02
MAP2K7,MAP3K12,Level_02
EPHB1,EFNB3,Level_02
EPHB1,RASA1,Level_02
EPHB1,EFNA1,Level_02
EPHB1,EFNA4,Level_02
EPHB1,EFNA5,Level_02
EPHB1,NGEF,Level_02
EPHB1,ABL1,Level_02
GRIP1,GRIPAP1,Level_02
GRIP1,GRIA1,Level_02
GRIP1,PICK1,Level_02
GRIP1,GRIA3,Level_02
GRIP1,GCC2,Level_02
BCL2,SOD1,Level_02
BCL2,PPP2R5A,Level_02
BCL2,TMBIM6,Level_02
BCL2,PARP1,Level_02
BCL2,XIAP,Level_02
BCL2,MYC,Level_02
BCL2,BCLAF1,Level_02
BCL2,SIVA1,Level_02
BCL2,HRAS,Level_02
BCL2,CTSV,Level_02
BCL2,HSPB3,Level_02
BCL2,CASP3,Level_02
BCL2,TP53BP2,Level_02
BCL2,BAG3,Level_02
BCL2,ITPR3,Level_02
BCL2,PPP2R2A,Level_02
BCL2,CTSS,Level_02
BCL2,AKT3,Level_02
BCL2,PPP2R1A,Level_02
BCL2,CYCS,Level_02
BCL2,STAT3,Level_02
BCL2,ATG12,Level_02
BCL2,JUN,Level_02
BCL2,CREM,Level_02
BCL2,FKBP8,Level_02
BCL2,KEAP1,Level_02
BCL2,LOC102723407,Level_02
BCL2,DDIT3,Level_02
BCL2,BID,Level_02
BCL2,HSP90AA1,Level_02
BCL2,PPIF,Level_02
BCL2,CREB1,Level_02
BCL2,BAG1,Level_02
BCL2,HRK,Level_02
BCL2,CASP8,Level_02
BCL2,HIF1A,Level_02
BCL2,PIK3C3,Level_02
BCL2,CCND1,Level_02
BCL2,MAPK9,Level_02
BCL2,CTSD,Level_02
BCL2,AKT2,Level_02
BCL2,ATG14,Level_02
BCL2,UVRAG,Level_02
BCL2,VDAC1,Level_02
BCL2,CTSB,Level_02
BCL2,CD34,Level_02
BCL2,MAPK3,Level_02
BCL2,RTL10,Level_02
BCL2,ITPR1,Level_02
BCL2,CTSL,Level_02
BCL2,AKT1,Level_02
BCL2,CTSK,Level_02
BCL2,CDK1,Level_02
BCL2,PPID,Level_02
BCL2,BMF,Level_02
BCL2,MFN2,Level_02
BCL2,MAPK8,Level_02
BCL2,PPP2CA,Level_02
BCL2,BNIP3L,Level_02
BCL2,BNIP2,Level_02
BCL2,LGALS3,Level_02
BCL2,MAPK1,Level_02
BCL2,RAD9A,Level_02
BCL2,AMBRA1,Level_02
BCL2,APAF1,Level_02
BCL2,MDM2,Level_02
BCL2,BCL2L10,Level_02
BCL2,CASP9,Level_02
KHSRP,DROSHA,Level_02
KHSRP,HNRNPF,Level_02
KHSRP,DICER1,Level_02
KHSRP,HNRNPH1,Level_02
KHSRP,YWHAZ,Level_02
KHSRP,HNRNPA1,Level_02
KHSRP,PARN,Level_02
KHSRP,HNRNPD,Level_02
CBS,MTR,Level_02
CBS,MTHFR,Level_02
CBS,AHCYL1,Level_02
CBS,SHMT2,Level_02
CBS,BHMT,Level_02
CBS,AGXT,Level_02
CBS,AHCYL2,Level_02
CBS,SRR,Level_02
CBS,SDSL,Level_02
CBS,PSPH,Level_02
CBS,BHMT2,Level_02
CBS,CARS2,Level_02
CBS,MPST,Level_02
CBS,KYAT3,Level_02
CBS,KYAT1,Level_02
CBS,AHCY,Level_02
CBS,SHMT1,Level_02
CBS,MTRR,Level_02
CBS,SDS,Level_02
HM13,RNF139,Level_02
HM13,DERL1,Level_02
APOF,CETP,Level_02
APOF,APOA2,Level_02
APOF,APOL1,Level_02
SELENOS,DERL1,Level_02
SELENOS,SELENOK,Level_02
SELENOS,SYVN1,Level_02
SELENOS,DERL2,Level_02
SELENOS,SELENOT,Level_02
SELENOS,SEL1L,Level_02
SELENOS,AMFR,Level_02
SELENOS,SELENOF,Level_02
NSF,SNAP25,Level_02
NSF,GABRB1,Level_02
NSF,YKT6,Level_02
NSF,NAPG,Level_02
NSF,VTI1B,Level_02
NSF,NAPB,Level_02
NSF,SCFD1,Level_02
NSF,GRIA2,Level_02
NSF,GABRA1,Level_02
CRHR1,GNA12,Level_02
CRHR1,UCN2,Level_02
CRHR1,UCN3,Level_02
CRHR1,GNA13,Level_02
CRHR1,POMC,Level_02
CRHR1,GNAS,Level_02
CRHR1,CRHBP,Level_02
CRHR1,GNAI2,Level_02
CRHR1,GNAI1,Level_02
CRHR1,GNB1,Level_02
CRHR1,GNAI3,Level_02
CRHR1,GNAZ,Level_02
TCF4,ID4,Level_02
TCF4,TCF12,Level_02
TCF4,BCL9,Level_02
TCF4,MYOG,Level_02
TCF4,TLE1,Level_02
TCF4,TLE3,Level_02
TCF4,CREBBP,Level_02
TCF4,TAL1,Level_02
TCF4,ID2,Level_02
TCF4,MYOD1,Level_02
TCF4,ID1,Level_02
TCF4,NEUROD1,Level_02
TCF4,BCL9L,Level_02
CST3,CTSS,Level_02
CST3,LCN2,Level_02
CST3,CTSB,Level_02
CST3,APP,Level_02
CST3,B2M,Level_02
LAT2,LAT,Level_02
LAT2,GRB2,Level_02
CSNK1D,NPAS2,Level_02
CSNK1D,PRKACG,Level_02
CSNK1D,CRY2,Level_02
CSNK1D,CLOCK,Level_02
CSNK1D,LTV1,Level_02
CSNK1D,PRKACA,Level_02
CSNK1D,YAP1,Level_02
CSNK1D,RIOK2,Level_02
CSNK1D,YWHAH,Level_02
CSNK1D,ARNTL,Level_02
CSNK1D,CRY1,Level_02
CSNK1D,CSNK1E,Level_02
CSNK1D,BYSL,Level_02
CSNK1D,GJA1,Level_02
CSNK1D,PER1,Level_02
CSNK1D,PRKACB,Level_02
CSNK1D,GSK3B,Level_02
CSNK1D,PER3,Level_02
CSNK1D,PER2,Level_02
CSNK1D,YWHAZ,Level_02
TMPRSS2,ERG,Level_02
TMPRSS2,TMPRSS4,Level_02
TMPRSS2,ADAM17,Level_02
TMPRSS2,ETV1,Level_02
TMPRSS2,AR,Level_02
MX1,EPSTI1,Level_02
MX1,MX2,Level_02
MX1,OAS2,Level_02
MX1,HERC5,Level_02
MX1,ISG15,Level_02
MX1,USP18,Level_02
MX1,XAF1,Level_02
MX1,OAS1,Level_02
MX1,STAT1,Level_02
MX1,IFIT2,Level_02
MX1,IFI44L,Level_02
MX1,IRF9,Level_02
MX1,DDX58,Level_02
MX1,IFI6,Level_02
MX1,IFIT3,Level_02
MX1,STAT2,Level_02
MX1,IRF7,Level_02
MX1,EIF2AK2,Level_02
MX1,OASL,Level_02
MX1,OAS3,Level_02
MX1,IFI44,Level_02
MX1,IFIH1,Level_02
MX1,IFI27,Level_02
MX1,RSAD2,Level_02
MX1,IFIT1,Level_02
GSTP1,EPHX1,Level_02
GSTP1,GSTT2B,Level_02
GSTP1,CYP2A13,Level_02
GSTP1,GSTO2,Level_02
GSTP1,MAPK8,Level_02
GSTP1,GSTO1,Level_02
GSTP1,CYP2E1,Level_02
GSTP1,GSR,Level_02
GSTP1,CYP2C9,Level_02
GSTP1,PRDX6,Level_02
GSTP1,GPX4,Level_02
GSTP1,CYP1B1,Level_02
GSTP1,CYP2A6,Level_02
GSTP1,JUN,Level_02
GSTP1,GSTZ1,Level_02
GSTP1,CYP3A4,Level_02
GSTP1,CYP1A1,Level_02
GSTP1,CYP1A2,Level_02
GSTP1,TRAF2,Level_02
GSTP1,GSS,Level_02
DOT1L,H3C12,Level_02
DOT1L,H3C13,Level_02
DOT1L,H2AC15,Level_02
DOT1L,H2BC11,Level_02
DOT1L,H4C5,Level_02
DOT1L,H2AC6,Level_02
DOT1L,H2AC12,Level_02
DOT1L,H4C11,Level_02
DOT1L,H3C6,Level_02
DOT1L,H4C8,Level_02
DOT1L,H2BC12,Level_02
DOT1L,H2AC4,Level_02
DOT1L,H4C9,Level_02
DOT1L,H4C6,Level_02
DOT1L,MLLT6,Level_02
DOT1L,H4C2,Level_02
DOT1L,UBB,Level_02
DOT1L,H2AC8,Level_02
DOT1L,H3C3,Level_02
DOT1L,UBA52,Level_02
DOT1L,H2AC13,Level_02
DOT1L,AFF1,Level_02
DOT1L,H4-16,Level_02
DOT1L,MLLT1,Level_02
DOT1L,H3C2,Level_02
DOT1L,UBC,Level_02
DOT1L,H3C10,Level_02
DOT1L,H4C14,Level_02
DOT1L,H2AC11,Level_02
DOT1L,H4C3,Level_02
DOT1L,H3C4,Level_02
DOT1L,H2AC14,Level_02
DOT1L,H4C15,Level_02
DOT1L,H3C1,Level_02
DOT1L,H2AC16,Level_02
DOT1L,H4C4,Level_02
DOT1L,H3C8,Level_02
DOT1L,H4C13,Level_02
DOT1L,H3C11,Level_02
DOT1L,H4C12,Level_02
DOT1L,H3C15,Level_02
DOT1L,MLLT3,Level_02
DOT1L,H2AC17,Level_02
DOT1L,H3C7,Level_02
DOT1L,RPS27A,Level_02
DOT1L,H4C1,Level_02
DOT1L,H3C14,Level_02
SHARPIN,TRAF5,Level_02
SHARPIN,BIRC2,Level_02
SHARPIN,TNF,Level_02
SHARPIN,CYLD,Level_02
SHARPIN,SPATA2,Level_02
SHARPIN,TRAF2,Level_02
SHARPIN,XIAP,Level_02
SHARPIN,RIPK1,Level_02
SHARPIN,BIRC3,Level_02
SHARPIN,OTULIN,Level_02
SHARPIN,SPATA2L,Level_02
SHARPIN,IKBKG,Level_02
SHARPIN,TNFRSF1A,Level_02
SHARPIN,RIPK2,Level_02
UBE2D2,CBL,Level_02
UBE2D2,RCHY1,Level_02
UBE2D2,BIRC2,Level_02
UBE2D2,NEDD4,Level_02
UBE2D2,RNF165,Level_02
UBE2D2,UBR5,Level_02
UBE2D2,UBA6,Level_02
UBE2D2,ITCH,Level_02
UBE2D2,CUL1,Level_02
UBE2D2,UBE2V1,Level_02
UBE2D2,RNF13,Level_02
UBE2D2,CBLB,Level_02
UBE2D2,RNF25,Level_02
UBE2D2,RLIM,Level_02
UBE2D2,MUL1,Level_02
UBE2D2,UBB,Level_02
UBE2D2,RNF38,Level_02
UBE2D2,STUB1,Level_02
UBE2D2,MDM4,Level_02
UBE2D2,ANAPC11,Level_02
UBE2D2,UBA52,Level_02
UBE2D2,BTRC,Level_02
UBE2D2,UBC,Level_02
UBE2D2,TRIM23,Level_02
UBE2D2,NFKBIA,Level_02
UBE2D2,UBE3A,Level_02
UBE2D2,RNF4,Level_02
UBE2D2,NEDD8,Level_02
UBE2D2,BIRC3,Level_02
UBE2D2,NFKBIB,Level_02
UBE2D2,UBE4B,Level_02
UBE2D2,UBE2D1,Level_02
UBE2D2,HUWE1,Level_02
UBE2D2,RNF31,Level_02
UBE2D2,OTUB1,Level_02
UBE2D2,SKP1,Level_02
UBE2D2,BIRC7,Level_02
UBE2D2,MYCBP2,Level_02
UBE2D2,RPS27A,Level_02
ATP5F1A,CYC1,Level_02
ATP5F1A,UQCRC2,Level_02
ATP5F1A,COX4I1,Level_02
ATP5F1A,RPS3,Level_02
ATP5F1A,H7C0C1_HUMAN,Level_02
ATP5F1A,MDH2,Level_02
ATP5F1A,UQCRFS1,Level_02
ATP5F1A,ATP6V0B,Level_02
ATP5F1A,NDUFS3,Level_02
ATP5F1A,ATP6V0C,Level_02
ATP5F1A,NDUFV1,Level_02
ATP5F1A,PMPCB,Level_02
ATP5F1A,COX5B,Level_02
ATP5F1A,NDUFS2,Level_02
ATP5F1A,SLC25A3,Level_02
ATP5F1A,ATP5MC3,Level_02
ATP5F1A,ATP5MC2,Level_02
ATP5F1A,ATP6V1D,Level_02
ATP5F1A,ATP5MC1,Level_02
ATP5F1A,CS,Level_02
ATP5F1A,RPS11,Level_02
ATP5F1A,KDM6B,Level_02
ATP5F1A,ATP5MPL,Level_02
ATP5F1A,DLD,Level_02
ATP5F1A,CDCA8,Level_02
ATP5F1A,RPL23A,Level_02
ATP5F1A,NDUFS1,Level_02
ATP5F1A,COX5A,Level_02
ATP5F1A,ATPAF1,Level_02
ATP5F1A,ATP5IF1,Level_02
ATP5F1A,RPS15,Level_02
ATP5F1A,MT-ATP8,Level_02
ATP5F1A,MT-CO1,Level_02
ATP5F1A,ATPAF2,Level_02
ATP5F1A,ATP6V1B1,Level_02
ATP5F1A,RPL23,Level_02
ATP5F1A,ATP5MD,Level_02
ATP5F1A,ATP6V1B2,Level_02
ATP5F1A,RPS18,Level_02
ATP5F1A,ATP5MGL,Level_02
ATP5F1A,RPL5,Level_02
ATP5F1A,UQCRC1,Level_02
ATP5F1A,NDUFA9,Level_02
ATP5F1A,RPL11,Level_02
ATP5F1A,TUFM,Level_02
ATP5F1A,ATP6V1A,Level_02
ATP5F1A,NDUFB8,Level_02
ATP5F1A,SDHA,Level_02
ATP5F1A,SDHB,Level_02
ATP5F1A,KARS1,Level_02
PARP3,CASP3,Level_02
TNFSF11,ACP5,Level_02
TNFSF11,CSF1R,Level_02
TNFSF11,BGLAP,Level_02
TNFSF11,NFATC1,Level_02
TNFSF11,TRAF6,Level_02
TNFSF11,SOST,Level_02
TNFSF11,SFRP1,Level_02
TOMM6,TOMM70,Level_02
TOMM6,TOMM20,Level_02
CTNND1,CDH8,Level_02
CTNND1,ARHGAP35,Level_02
CTNND1,FER,Level_02
CTNND1,VAV2,Level_02
CTNND1,CDH4,Level_02
CTNND1,AFDN,Level_02
CTNND1,YES1,Level_02
CTNND1,MET,Level_02
CTNND1,PTPRJ,Level_02
CTNND1,VCL,Level_02
CTNND1,RAC2,Level_02
CTNND1,CDH3,Level_02
CTNND1,PTPN6,Level_02
CTNND1,ERBB2,Level_02
CTNND1,CDH11,Level_02
CTNND1,TJP1,Level_02
CTNND1,CDC42,Level_02
CTNND1,PTPRM,Level_02
CTNND1,CTNNA1,Level_02
CTNND1,RHOA,Level_02
CTNND1,PLEKHA7,Level_02
CTNND1,FYN,Level_02
CTNND1,EGFR,Level_02
COL25A1,COL26A1,Level_02
ALKBH5,DDX46,Level_02
ALKBH5,METTL3,Level_02
ALKBH5,YTHDC2,Level_02
ALKBH5,YTHDF1,Level_02
ALKBH5,METTL14,Level_02
ALKBH5,FTO,Level_02
ALKBH5,YTHDC1,Level_02
ALKBH5,WTAP,Level_02
ALKBH5,ALKBH1,Level_02
MYO5A,RAB10,Level_02
MYO5A,MYRIP,Level_02
MYO5A,SPIRE2,Level_02
MYO5A,RAB11A,Level_02
MRPS6,MRPS34,Level_02
MRPS6,MRPL58,Level_02
MRPS6,RPL3,Level_02
MRPS6,FLT3LG,Level_02
MRPS6,EIF5B,Level_02
MRPS6,MRPL34,Level_02
MRPS6,MRPL23,Level_02
MRPS6,MRNIP,Level_02
MRPS6,CHCHD1,Level_02
MRPS6,RPS29,Level_02
MRPS6,MRPL47,Level_02
MRPS6,SEC61A2,Level_02
MRPS6,FANCE,Level_02
MRPS6,MRPL42,Level_02
MRPS6,MRPL46,Level_02
MRPS6,MRPS18B,Level_02
MRPS6,EEF2,Level_02
MRPS6,TSFM,Level_02
MRPS6,GFM1,Level_02
MRPS6,MRPL43,Level_02
MRPS6,RPS23,Level_02
MRPS6,MRPL1,Level_02
MRPS6,DAP3,Level_02
MRPS6,RPL13A,Level_02
MRPS6,RPL17-C18orf32,Level_02
MRPS6,MRPS35,Level_02
MRPS6,METTL17,Level_02
MRPS6,RPS9,Level_02
MRPS6,MRPS21,Level_02
MRPS6,PPP1R26,Level_02
MRPS6,RPS14,Level_02
MRPS6,EFTUD2,Level_02
MRPS6,MRPL38,Level_02
MRPS6,MRRF,Level_02
MRPS6,MRPL10,Level_02
MRPS6,RPL3L,Level_02
MRPS6,MRPL24,Level_02
MRPS6,CUL7,Level_02
MRPS6,MRPL30,Level_02
MRPS6,MRPL16,Level_02
MRPS6,RPS13,Level_02
MRPS6,SSBP1,Level_02
MRPS6,MRPS17,Level_02
MRPS6,EFL1,Level_02
MRPS6,MTIF2,Level_02
MRPS6,AURKAIP1,Level_02
MRPS6,RPLP0,Level_02
MRPS6,HDDC3,Level_02
MRPS6,MRPL40,Level_02
MRPS6,MRPL15,Level_02
MRPS6,MRPL41,Level_02
MRPS6,NPSR1,Level_02
MRPS6,PDCD11,Level_02
MRPS6,MRTO4,Level_02
MRPS6,MRPL2,Level_02
MRPS6,MRPL13,Level_02
MRPS6,MRPL4,Level_02
MRPS6,MRPS27,Level_02
MRPS6,RPL7,Level_02
MRPS6,IMP3,Level_02
MRPS6,RPL9,Level_02
MRPS6,MRPS30,Level_02
MRPS6,hCG_1984214,Level_02
MRPS6,MRPL11,Level_02
MRPS6,MRPL44,Level_02
MRPS6,ERAL1,Level_02
MRPS6,MRPL3,Level_02
MRPS6,MRPL54,Level_02
MRPS6,RPL10,Level_02
MRPS6,RPS16,Level_02
MRPS6,MRPS26,Level_02
MRPS6,MRPL49,Level_02
MRPS6,PTCD3,Level_02
MRPS6,RPL7L1,Level_02
MRPS6,RPL26L1,Level_02
MRPS6,MRPS22,Level_02
MRPS6,MCAT,Level_02
MRPS6,RPS5,Level_02
MRPS6,RPL4,Level_02
MRPS6,MRPS18A,Level_02
MRPS6,POLR1C,Level_02
MRPS6,RSAD1,Level_02
MRPS6,POLR2C,Level_02
MRPS6,SEC61A1,Level_02
MRPS6,CD74,Level_02
MRPS6,HIBCH,Level_02
MRPS6,MRPS28,Level_02
MRPS6,RPL26,Level_02
MRPS6,MRPS23,Level_02
MRPS6,CCDC105,Level_02
MRPS6,PDF,Level_02
MRPS6,RPS2,Level_02
MRPS6,MRPS24,Level_02
MRPS6,RPL17,Level_02
MRPS6,TEX48,Level_02
MRPS6,RPL8,Level_02
MRPS6,MRPS33,Level_02
MRPS6,MRPS25,Level_02
MRPS6,RPS20,Level_02
MRPS6,RPL10A,Level_02
MRPS6,MED1,Level_02
MRPS6,MRPS31,Level_02
ABCC1,ABCG2,Level_02
ABCC1,MRPS7,Level_02
MAP3K1,MAP2K2,Level_02
MAP3K1,AXIN1,Level_02
MAP3K1,MAP2K6,Level_02
MAP3K1,TRAF6,Level_02
MAP3K1,IKBKB,Level_02
MAP3K1,CHUK,Level_02
MAP3K1,MAP4K3,Level_02
MAP3K1,MAPK8IP3,Level_02
MAP3K1,HRAS,Level_02
MAP3K1,MAP2K3,Level_02
MAP3K1,TRAF2,Level_02
MAP3K1,CASP3,Level_02
MAP3K1,RAC3,Level_02
MAP3K1,MRAS,Level_02
MAP3K1,MAPK8,Level_02
MAP3K1,CDC42,Level_02
MAP3K1,RAC2,Level_02
MAP3K1,MAP2K4,Level_02
MAP3K1,KRAS,Level_02
MAP3K1,IKBKG,Level_02
MAP3K1,MAP2K1,Level_02
MAP3K1,MAP2K7,Level_02
MAP3K1,RRAS2,Level_02
MAP3K1,MAPK9,Level_02
MAP3K1,NRAS,Level_02
MAP3K1,RRAS,Level_02
PAICS,CHD7,Level_02
PAICS,ATIC,Level_02
KDM5A,RB1,Level_02
KDM5A,ARNTL,Level_02
KDM5A,CLOCK,Level_02
KDM5A,MORF4L1,Level_02
KDM5A,SIN3B,Level_02
KDM5A,GATAD1,Level_02
KDM5A,HDAC1,Level_02
KDM5A,PHF12,Level_02
ROCK1,MYL12B,Level_02
ROCK1,PIKFYVE,Level_02
ROCK1,CASP3,Level_02
ROCK1,NFKB1,Level_02
ROCK1,SHROOM2,Level_02
ROCK1,PPP1CB,Level_02
ROCK1,CFL1,Level_02
ROCK1,RHOB,Level_02
ROCK1,PPP1R12C,Level_02
ROCK1,LIMK2,Level_02
ROCK1,GAB1,Level_02
ROCK1,MYL9,Level_02
ROCK1,RHOC,Level_02
ROCK1,PPP1CA,Level_02
ROCK1,RELA,Level_02
ROCK1,MYL12A,Level_02
ROCK1,MYL2,Level_02
ROCK1,MYLPF,Level_02
ROCK1,SLC9A1,Level_02
ROCK1,PPP1CC,Level_02
ROCK1,PTEN,Level_02
ROCK1,MAPK3,Level_02
ROCK1,ROCK2,Level_02
ROCK1,PIP5K1A,Level_02
ROCK1,LIMK1,Level_02
ROCK1,CTNNB1,Level_02
ROCK1,PPP1R12A,Level_02
ROCK1,MAPK1,Level_02
ROCK1,MYL7,Level_02
SEH1L,CASTOR1,Level_02
SEH1L,NUP62,Level_02
SEH1L,NUP54,Level_02
SEH1L,NDC1,Level_02
SEH1L,DEPDC5,Level_02
SEH1L,NUP214,Level_02
SEH1L,TPR,Level_02
SEH1L,NUP88,Level_02
SEH1L,NUP188,Level_02
SEH1L,NPRL3,Level_02
SEH1L,NUP42,Level_02
SEH1L,NUP210,Level_02
SEH1L,AHCTF1,Level_02
SEH1L,KPTN,Level_02
SEH1L,NUP153,Level_02
SEH1L,LAMP1,Level_02
SEH1L,SESN2,Level_02
SEH1L,RANBP2,Level_02
SEH1L,RAE1,Level_02
SEH1L,CEP192,Level_02
SEH1L,NUP35,Level_02
SEH1L,NUP58,Level_02
SEH1L,NUP50,Level_02
SEH1L,AAAS,Level_02
RUNX3,RUNX2,Level_02
RUNX3,TBX21,Level_02
RUNX3,SMAD3,Level_02
RUNX3,RUNX1,Level_02
RUNX3,SRC,Level_02
RUNX3,TP53,Level_02
RUNX3,EP300,Level_02
RUNX3,ZFHX3,Level_02
RUNX3,CTNNB1,Level_02
BACH1,FBXL17,Level_02
BACH1,MAFK,Level_02
FKBP1A,CALM3,Level_02
FKBP1A,CALML6,Level_02
FKBP1A,CALML3,Level_02
FKBP1A,CACNA1S,Level_02
FKBP1A,CALML5,Level_02
FKBP1A,PPP3R1,Level_02
FKBP1A,TRDN,Level_02
FKBP1A,BMPR1B,Level_02
FKBP1A,RPS6KB1,Level_02
FKBP1A,RICTOR,Level_02
FKBP1A,RYR2,Level_02
FKBP1A,EIF4E,Level_02
FKBP1A,ACVR1,Level_02
FKBP1A,PPP3CA,Level_02
FKBP1A,CALML4,Level_02
FKBP1A,MLST8,Level_02
KDM1A,H3-3B,Level_02
KDM1A,H3-4,Level_02
KDM1A,RCOR2,Level_02
KDM1A,MTA2,Level_02
KDM1A,MSH6,Level_02
KDM1A,EHMT2,Level_02
KDM1A,PRDM16,Level_02
KDM1A,H3-2,Level_02
KDM1A,H3C13,Level_02
KDM1A,TP53,Level_02
KDM1A,H3C12,Level_02
KDM1A,EZH2,Level_02
KDM1A,XRCC6,Level_02
KDM1A,ZNF516,Level_02
KDM1A,XRCC5,Level_02
KDM1A,MSH2,Level_02
KDM1A,DNMT1,Level_02
KDM1A,SIN3A,Level_02
KDM1A,ESR1,Level_02
KDM1A,SIRT1,Level_02
KDM1A,RBBP7,Level_02
KDM1A,RBBP4,Level_02
KDM1A,RCOR3,Level_02
KDM1A,AR,Level_02
KDM1A,CHD3,Level_02
KDM1A,KDM4A,Level_02
KDM1A,MYC,Level_02
KDM1A,PRKDC,Level_02
KDM1A,ATM,Level_02
KDM1A,SETD1A,Level_02
KDM1A,CHD4,Level_02
KDM1A,H3-5,Level_02
KDM1A,KDM5B,Level_02
KDM1A,CTBP1,Level_02
KDM1A,MTA1,Level_02
KDM1A,USP7,Level_02
KDM1A,NR2E1,Level_02
KDM1A,SNAI2,Level_02
KDM1A,SNAI1,Level_02
KDM1A,INSM1,Level_02
KDM1A,ZMYM2,Level_02
KDM1A,KDM4C,Level_02
KDM1A,MTA3,Level_02
KDM1A,CBX3,Level_02
KDM1A,ZNF217,Level_02
KDM1A,REST,Level_02
KDM1A,GFI1B,Level_02
KDM1A,GSE1,Level_02
KDM1A,GFI1,Level_02
EPHB2,NGEF,Level_02
EPHB2,ABL1,Level_02
EPHB2,EFNA3,Level_02
EPHB2,EFNA4,Level_02
EPHB2,EFNA1,Level_02
EPHB2,RASA1,Level_02
EPHB2,L1CAM,Level_02
EPHB2,EPHA4,Level_02
EPHB2,ITSN1,Level_02
EPHB2,TIAM1,Level_02
NEDD4L,NDFIP1,Level_02
NEDD4L,UBC,Level_02
NEDD4L,SCNN1B,Level_02
NEDD4L,UBE2D1,Level_02
NEDD4L,SCNN1G,Level_02
NEDD4L,RPS27A,Level_02
NEDD4L,YWHAH,Level_02
NEDD4L,NEDD4,Level_02
NEDD4L,SCNN1A,Level_02
NEDD4L,SFN,Level_02
NEDD4L,AMOT,Level_02
NEDD4L,DLG3,Level_02
NEDD4L,SMAD2,Level_02
NEDD4L,NDFIP2,Level_02
NEDD4L,UBB,Level_02
NEDD4L,UBE2L3,Level_02
NEDD4L,UBA52,Level_02
PLA2G2A,PLA2R1,Level_02
PLA2G2A,PLA2G4A,Level_02
PLA2G2A,PLA2G12A,Level_02
PLA2G2A,PNPLA8,Level_02
PLA2G2A,PTGS2,Level_02
PLA2G2A,PLA2G3,Level_02
TXNRD2,KYAT3,Level_02
TXNRD2,KYAT1,Level_02
TXNRD2,SCLY,Level_02
TXNRD2,THRB,Level_02
TXNRD2,TXNRD1,Level_02
TXNRD2,SEPHS1,Level_02
TXNRD2,TXN2,Level_02
TXNRD2,CTH,Level_02
TXNRD2,SEPHS2,Level_02
GP1BB,GP5,Level_02
